-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6910165596;-0.6243573871;3.6691904749;3.2306822087;-0.3171791373;-0.308822559;2;1;1;1;1;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6685327487;-0.5909146096;-0.4575980939;1.1721352234;-0.3171791373;-0.308822559;2;2;2;1;2;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6910165596;-0.6243573871;3.6691904749;3.2306822087;-0.3171791373;-0.308822559;2;4;1;9;3;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6685327487;-0.622963938;0.5740990483;1.9955540176;-0.3171791373;-0.308822559;2;3;2;2;4;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.488662261;-0.2964614047;-0.044919237;0.1428617308;-0.3171791373;-0.308822559;2;3;3;1;4;0;1;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.2863079624;-0.543772486;-0.1317989899;-0.3808037203;-0.3171791373;-0.308822559;2;2;2;1;3;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6910165596;-0.6243573871;3.6691904749;3.2306822087;-0.3171791373;1.7019898679;2;2;4;3;3;0;0;0
-0.3959699277;-0.4571952765;-0.3964804273;-0.2449311012;-0.7135003706;-0.6243573871;3.6691904749;3.2306822087;-0.3171791373;-0.308822559;2;1;2;1;5;0;1;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6685327487;-0.6050232813;-0.4575980939;1.1721352234;-0.3171791373;3.7128022949;2;2;2;2;3;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6460489377;-0.2387203592;-0.4575980939;-0.4289568808;-0.3171791373;1.7019898679;2;2;4;1;2;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6460489377;-0.4179527448;-0.4575980939;0.4859529018;-0.3171791373;-0.308822559;2;1;1;3;3;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.3537593953;-0.4112903164;-0.0707116656;-0.3546204642;-0.3171791373;1.7019898679;2;1;1;4;3;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.5561136939;-0.4777839639;-0.4575980939;-0.2982554716;-0.3171791373;-0.308822559;2;1;1;1;3;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.5785975048;-0.573148134;-0.4575980939;0.4859529018;-0.3171791373;-0.308822559;2;2;5;1;3;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6685327487;-0.588824436;-0.4575980939;1.1721352234;-0.3171791373;-0.308822559;2;3;2;3;3;0;0;0
-0.0949331614;-0.1573957098;-0.3964804273;-0.2449311012;-0.1963727186;0.2473939882;-0.2856485771;-0.5506084853;-0.3171791373;-0.308822559;2;1;1;9;3;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6910165596;-0.6243573871;3.6691904749;3.2306822087;-0.3171791373;-0.308822559;2;1;1;4;3;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.4212108282;-0.4493227668;-0.4575980939;-0.7280619875;-0.3171791373;-0.308822559;2;1;1;1;4;0;1;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6685327487;-0.6076359983;-0.4575980939;1.1721352234;-0.3171791373;-0.308822559;2;2;2;1;3;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.2638241515;0.9334315738;-0.4575980939;-0.6805570634;-0.3171791373;-0.308822559;2;2;4;4;4;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.5336298829;-0.5532043943;-0.4575980939;-0.7148661866;-0.3171791373;4.7182085084;2;2;2;5;1;0;1;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6685327487;-0.6243573871;3.6691904749;3.2306822087;-0.3171791373;-0.308822559;2;3;3;1;3;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6460489377;-0.5694903303;-0.4575980939;-0.2002294403;-0.3171791373;-0.308822559;2;3;2;1;5;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6685327487;-0.6165192361;-0.4575980939;1.1721352234;-0.3171791373;3.7128022949;2;2;4;1;3;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6910165596;-0.6243573871;3.6691904749;3.2306822087;-0.3171791373;-0.308822559;2;2;2;4;1;0;1;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6010813158;-0.5428406169;-0.4575980939;-0.0629929678;-0.3171791373;-0.308822559;2;1;1;9;3;0;0;0
0.5071403712;-0.0917792009;-0.3964804273;-0.2449311012;0.00598158;-0.0310383888;-0.3986439685;-0.6903596583;-0.3171791373;-0.308822559;2;2;2;1;3;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6235651268;-0.5846440888;0.5740990483;1.1721352234;-0.3171791373;-0.308822559;2;1;1;1;3;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6235651268;-0.591437153;-0.4575980939;0.1428617308;-0.3171791373;0.6965836544;2;2;6;1;3;0;0;0
-0.3959699277;-0.4232557029;0.3907972645;-0.2449311012;0.2982711224;0.2026981765;0.4395298585;0.1597676714;2.6005564346;1.7019898679;2;3;2;1;1;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6685327487;-0.6060683681;-0.4575980939;1.1721352234;-0.3171791373;-0.308822559;2;1;1;6;3;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6460489377;-0.583599002;-0.4575980939;0.4859529018;-0.3171791373;-0.308822559;2;1;2;6;6;0;1;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.5336298829;-0.5148845451;-0.4575980939;-0.3717750156;-0.3171791373;-0.308822559;2;2;2;1;1;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.488662261;-0.5283835829;0.3677596199;0.7604258264;-0.3171791373;-0.308822559;2;1;1;3;1;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.3987270172;-0.425529624;-0.1628274877;-0.2982554716;-0.3171791373;-0.308822559;2;2;2;1;1;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;0.4556577991;0.465795045;-0.1401528273;-0.4674446692;-0.3171791373;-0.308822559;2;2;2;7;1;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.5336298829;-0.4216105486;0.0582504772;0.2715209173;-0.3171791373;-0.308822559;2;3;2;1;4;0;1;0
-0.0949331614;-0.3553765557;-0.3964804273;-0.2449311012;-0.6010813158;-0.4686394544;-0.4575980939;-0.2982554716;-0.3171791373;3.7128022949;2;2;2;8;4;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.5561136939;-0.591437153;0.1319431391;0.5839789331;-0.3171791373;2.7073960814;2;2;2;1;3;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.511146072;-0.3724914691;-0.4575980939;-0.4289568808;-0.3171791373;-0.308822559;2;2;5;1;6;0;0;0
-0.3959699277;-0.4062859161;-0.3964804273;-0.2449311012;0.3207549334;1.5099157015;-0.4575980939;-0.8494634784;-0.3171791373;-0.308822559;2;2;2;8;4;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6460489377;-0.6128614323;-0.4575980939;0.4859529018;-0.3171791373;2.7073960814;2;1;1;3;2;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.3762432062;-0.462281843;-0.4575980939;-0.7491752893;-0.3171791373;-0.308822559;2;1;1;4;4;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6685327487;-0.6065909115;-0.4575980939;0.1428617308;-0.3171791373;1.7019898679;2;3;2;2;3;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.6235651268;-0.578373568;-0.4575980939;0.1428617308;-0.3171791373;-0.308822559;2;4;1;1;3;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.2188565296;-0.2992047575;-0.395070995;-0.7616513398;-0.3171791373;0.6965836544;2;2;5;1;4;0;0;0
-0.697006694;-0.4571952765;-0.3964804273;-0.2449311012;-0.3987270172;-0.5081437353;-0.1038733624;0.2899007982;-0.3171791373;-0.308822559;2;1;1;1;2;0;0;0
